N,P,K,temperature,humidity,ph,rainfall,previous_crop,farm_size_hectares,current_crop
28.88,31.95,89.54,14.16,50.12,7.54,41.59,Maize,0.51,Chickpea
74.02,48.03,48.72,32.31,80.62,6.38,200.98,Wheat,0.78,Sugarcane
89.35,45.07,33.83,33.19,79.07,7.08,267.16,Wheat,0.62,Maize
77.35,42.83,24.25,29.89,65.56,6.29,234.59,Rice,0.5,Maize
20.0,68.9,18.45,28.0,54.26,5.92,54.24,Rice,4.03,PigeonPeas
26.35,38.06,38.1,17.31,53.64,6.09,47.37,Maize,1.54,Mustard
24.4,38.88,36.49,17.16,68.93,6.96,13.95,Maize,0.26,Mustard
93.68,43.98,23.67,15.01,67.91,7.37,41.6,Maize,0.58,Wheat
73.3,49.18,58.09,31.52,72.08,6.41,221.71,Maize,0.9,Rice
28.98,37.64,86.72,13.85,44.14,7.21,11.38,Maize,1.62,Chickpea
73.18,41.13,54.18,31.17,76.36,5.75,202.32,Wheat,0.61,Rice
83.45,57.76,46.5,31.8,75.82,5.65,278.41,Maize,0.38,Rice
83.17,43.72,25.67,11.24,64.68,7.36,46.34,Rice,0.35,Wheat
25.95,61.39,21.32,25.66,60.61,5.65,56.79,Rice,0.24,PigeonPeas
15.67,39.5,71.98,11.84,48.65,7.48,45.31,Maize,0.46,Chickpea
81.14,56.66,29.66,30.94,75.0,6.51,209.81,Rice,0.43,Maize
89.46,55.5,56.25,33.14,70.96,6.32,259.0,Maize,0.3,Rice
30.43,60.64,15.63,27.74,54.45,5.91,89.68,Rice,0.25,PigeonPeas
26.76,79.91,22.11,26.09,65.83,5.92,96.9,Rice,1.08,MungBean
80.79,49.75,55.55,34.41,76.25,6.16,248.09,Wheat,0.69,Rice
24.81,30.09,28.56,18.32,59.5,6.77,23.73,Wheat,0.16,Mustard
92.89,40.66,28.77,15.13,65.66,6.74,44.88,Rice,0.41,Wheat
88.02,46.8,49.01,29.7,72.37,6.83,268.35,Maize,0.62,Rice
79.84,58.76,43.48,33.84,87.5,6.53,216.29,Maize,0.94,Rice
23.98,33.54,87.36,11.66,54.57,7.29,22.23,Maize,0.71,Chickpea
24.81,25.28,33.63,15.37,64.14,6.2,38.07,Wheat,0.16,Mustard
83.05,42.35,29.16,33.43,61.32,6.96,264.47,Wheat,0.31,Maize
29.67,44.57,74.76,12.76,50.57,7.99,38.37,Maize,0.54,Chickpea
75.27,47.8,23.31,33.97,77.37,6.52,294.21,Wheat,0.86,Maize
72.54,51.15,40.11,28.11,81.03,6.37,293.12,Fallow,0.39,Rice
38.59,29.91,34.87,15.69,65.34,6.31,15.41,Maize,0.96,Mustard
31.48,25.27,22.95,12.89,58.24,6.87,21.61,Wheat,0.59,Mustard
79.8,43.2,57.18,29.71,84.8,6.48,272.59,Wheat,0.95,Sugarcane
74.0,50.67,45.64,30.41,76.54,6.67,215.32,Rice,0.41,Sugarcane
79.77,50.29,24.12,33.82,62.85,6.0,225.72,Wheat,0.25,Maize
39.14,62.74,17.59,25.64,55.88,6.1,84.24,Rice,0.62,PigeonPeas
26.69,32.65,85.49,16.21,47.63,7.7,49.96,Maize,0.86,Chickpea
79.74,48.93,33.1,11.41,76.41,7.34,29.13,Maize,0.8,Wheat
24.66,30.8,83.48,14.2,58.67,7.7,35.64,Millet,0.36,Chickpea
37.42,28.56,38.06,17.63,66.8,6.67,12.3,Maize,0.33,Mustard
85.39,42.41,33.98,29.85,60.81,6.34,275.86,Wheat,0.31,Maize
78.54,46.03,53.66,30.67,74.11,6.82,264.34,Rice,0.21,Sugarcane
22.98,74.46,23.42,26.6,51.32,5.73,52.58,Wheat,0.57,MungBean
37.4,66.23,20.69,29.49,62.29,6.14,50.9,Wheat,1.46,MungBean
28.49,41.57,84.54,15.48,58.3,7.74,12.06,Millet,0.16,Chickpea
27.72,75.98,19.08,25.9,68.36,5.64,64.83,Rice,0.62,PigeonPeas
79.15,57.56,29.27,30.49,72.57,7.33,211.91,Wheat,0.95,Maize
24.99,72.8,22.19,26.94,65.75,6.36,98.99,Rice,0.79,PigeonPeas
33.89,26.95,20.8,13.47,64.49,6.84,35.28,Wheat,0.47,Mustard
80.12,59.23,51.0,31.67,85.15,7.87,291.68,Wheat,0.54,Sugarcane
88.86,59.37,37.2,12.22,72.21,7.09,21.29,Rice,0.9,Wheat
33.32,31.54,35.98,11.33,66.85,6.27,15.67,Maize,0.92,Mustard
34.2,76.32,16.35,28.49,52.91,6.06,72.17,Rice,0.46,PigeonPeas
74.81,47.7,47.09,30.09,77.68,6.03,280.18,Wheat,0.7,Sugarcane
83.37,58.51,39.23,28.56,78.8,6.3,214.34,Rice,0.67,Maize
20.22,48.63,86.81,17.08,48.14,7.19,23.95,Maize,0.93,Chickpea
21.06,46.92,71.71,10.99,54.45,7.17,35.29,Maize,0.5,Chickpea
75.18,42.62,37.56,34.02,60.54,7.36,265.71,Wheat,0.68,Maize
66.28,36.91,54.46,28.43,80.87,6.28,261.84,Fallow,0.83,Rice
23.58,46.47,84.46,16.96,44.17,7.62,34.09,Maize,0.8,Chickpea
32.54,64.44,23.25,26.01,63.18,5.64,56.91,Rice,0.3,MungBean
25.83,32.51,75.66,11.8,42.32,7.99,21.58,Millet,0.76,Chickpea
94.29,41.88,35.83,32.68,61.93,6.21,286.16,Wheat,0.13,Maize
79.12,40.91,21.95,32.0,66.02,7.21,290.24,Wheat,0.87,Maize
80.44,49.35,49.06,29.46,86.74,7.78,265.8,Wheat,1.39,Sugarcane
30.42,20.14,20.13,13.32,58.88,6.18,17.28,Maize,0.63,Mustard
22.99,36.86,39.34,12.03,61.7,6.77,35.18,Maize,0.77,Mustard
22.62,33.68,26.87,15.98,60.56,6.5,33.72,Maize,1.4,Mustard
17.99,41.33,76.51,13.2,49.9,7.7,41.69,Maize,0.74,Chickpea
34.85,20.55,22.92,11.33,67.38,6.03,29.52,Maize,0.34,Mustard
38.22,70.62,21.16,26.06,60.69,6.2,92.61,Wheat,0.62,MungBean
89.17,46.95,27.16,29.3,65.63,7.47,252.65,Rice,0.5,Maize
85.87,52.42,39.74,12.2,76.62,7.19,49.52,Rice,0.69,Wheat
34.03,62.15,15.44,28.86,56.14,6.47,94.02,Rice,0.97,MungBean
22.49,34.51,82.89,13.93,59.71,7.6,23.88,Maize,0.63,Chickpea
86.57,58.99,46.95,30.33,79.75,7.41,262.77,Wheat,0.3,Sugarcane
88.98,46.62,29.86,14.14,67.35,6.74,46.74,Maize,0.77,Wheat
72.76,46.21,42.52,32.59,87.29,5.83,280.56,Maize,0.7,Rice
28.46,23.65,31.3,12.62,65.15,6.28,20.69,Maize,5.8,Mustard
27.87,48.5,89.03,14.78,53.56,7.43,38.18,Millet,0.68,Chickpea
34.75,77.93,19.34,26.03,66.2,5.76,88.09,Wheat,1.02,MungBean
34.24,35.0,34.62,12.59,52.89,6.85,35.4,Maize,0.14,Mustard
90.4,59.16,21.79,34.71,66.77,7.17,252.0,Wheat,0.29,Maize
24.21,32.43,78.11,19.94,42.5,7.08,45.74,Maize,0.73,Chickpea
84.01,53.64,36.63,32.79,63.59,6.95,256.81,Wheat,0.82,Maize
79.98,52.53,57.83,31.66,85.79,5.86,276.71,Maize,0.36,Rice
25.66,61.71,21.66,26.87,50.92,6.44,75.76,Rice,0.93,PigeonPeas
28.1,76.67,21.43,28.26,59.36,6.43,75.0,Wheat,14.27,PigeonPeas
27.49,62.39,18.32,28.18,52.82,6.17,90.11,Rice,0.84,PigeonPeas
29.05,74.56,16.81,29.08,64.58,6.11,93.38,Rice,0.58,PigeonPeas
15.37,31.05,82.38,14.39,47.7,7.7,42.93,Millet,0.37,Chickpea
81.17,59.12,54.97,32.85,84.79,6.31,297.19,Wheat,5.93,Sugarcane
75.22,50.11,29.93,10.01,67.79,7.47,13.39,Rice,0.92,Wheat
27.87,38.24,20.26,14.83,66.38,6.42,24.78,Maize,0.63,Mustard
25.58,23.51,31.13,17.85,64.12,6.78,47.33,Maize,0.78,Mustard
75.3,57.24,47.16,33.44,77.94,6.94,226.64,Wheat,0.61,Sugarcane
29.81,25.48,31.16,16.79,55.25,6.11,48.44,Maize,8.61,Mustard
26.98,41.88,86.9,16.74,52.21,7.26,12.96,Millet,0.82,Chickpea
74.36,53.49,42.86,29.48,73.71,6.14,246.98,Wheat,1.74,Rice
76.6,41.84,24.16,28.6,70.38,7.36,230.56,Wheat,0.19,Maize
26.98,29.4,39.34,14.63,60.95,6.6,22.85,Wheat,0.46,Mustard
39.29,70.82,15.62,29.82,61.59,6.28,87.28,Wheat,0.89,MungBean
33.24,35.56,28.66,19.94,67.7,6.89,12.74,Maize,0.17,Mustard
84.76,59.23,41.46,28.03,86.0,6.48,218.65,Rice,18.61,Sugarcane
18.1,46.48,87.7,13.77,59.55,7.65,15.46,Millet,0.18,Chickpea
23.05,71.83,19.52,26.22,52.85,6.38,56.26,Rice,0.65,PigeonPeas
72.33,45.09,54.3,30.47,73.61,6.3,269.72,Wheat,0.46,Sugarcane
83.22,42.11,49.93,33.2,83.99,6.86,251.49,Wheat,0.27,Sugarcane
84.34,52.12,53.11,29.78,73.21,6.25,242.74,Wheat,8.58,Rice
25.91,48.1,79.78,14.02,53.3,7.96,19.15,Millet,0.17,Chickpea
20.14,32.19,26.98,11.32,64.38,6.13,10.6,Wheat,0.66,Mustard
82.43,45.81,45.03,34.97,70.67,6.13,299.23,Wheat,0.49,Sugarcane
24.96,60.18,17.37,29.98,54.83,6.27,73.58,Wheat,0.39,PigeonPeas
81.55,55.83,38.31,29.69,76.74,6.49,245.14,Rice,0.6,Maize
23.16,35.21,27.52,18.52,63.22,6.06,29.01,Maize,8.76,Mustard
29.52,21.3,21.26,17.39,56.69,6.51,16.59,Maize,0.7,Mustard
29.3,38.21,87.39,18.19,52.88,7.02,43.75,Maize,0.38,Chickpea
19.75,37.25,70.1,17.36,43.84,7.13,22.78,Maize,0.56,Chickpea
32.75,77.28,22.08,26.43,65.65,5.98,97.91,Rice,6.07,PigeonPeas
25.65,32.02,88.65,14.51,55.03,7.78,24.34,Maize,0.98,Chickpea
25.08,68.75,18.09,29.53,64.53,6.1,52.26,Rice,0.49,PigeonPeas
87.43,49.95,55.26,29.02,80.31,6.28,278.01,Rice,0.73,Sugarcane
86.52,42.84,38.71,14.91,62.28,7.17,22.62,Rice,0.82,Wheat
25.18,36.35,79.91,13.57,56.52,7.79,46.34,Millet,0.52,Chickpea
79.99,42.62,48.31,34.25,76.18,6.5,224.37,Rice,0.96,Sugarcane
84.95,48.29,46.44,32.15,89.75,6.8,260.8,Maize,1.91,Rice
88.2,51.96,44.73,29.96,70.59,6.55,283.2,Rice,0.53,Sugarcane
36.0,20.64,39.84,18.05,64.2,6.67,22.82,Wheat,0.82,Mustard
16.69,30.67,71.63,17.55,43.22,7.84,28.54,Millet,0.43,Chickpea
22.64,76.98,21.02,29.93,56.47,5.97,52.45,Rice,0.36,MungBean
73.65,43.67,54.45,30.17,73.92,5.51,201.19,Wheat,0.47,Rice
83.69,58.55,31.34,31.87,60.72,6.89,255.45,Wheat,1.02,Maize
62.18,42.46,51.47,34.92,76.24,6.9,270.47,Fallow,0.75,Rice
90.06,58.79,35.22,12.02,71.41,6.27,33.94,Maize,1.24,Wheat
93.92,47.67,31.62,29.71,72.82,6.29,242.21,Wheat,0.42,Maize
37.58,23.4,31.83,12.12,57.33,6.25,49.06,Maize,0.88,Mustard
71.37,37.02,59.44,31.89,78.84,6.22,270.46,Fallow,0.17,Rice
79.01,43.83,24.48,30.79,69.15,7.43,205.65,Rice,7.05,Maize
38.58,68.94,17.85,28.62,64.68,6.31,66.94,Wheat,0.9,MungBean
34.06,67.79,23.11,26.62,60.43,5.75,92.61,Rice,0.53,PigeonPeas
82.12,55.85,32.13,19.26,68.53,6.97,47.42,Rice,0.6,Wheat
18.9,37.74,76.69,14.75,43.85,7.89,38.7,Maize,0.86,Chickpea
21.39,34.35,30.95,17.59,54.84,6.85,49.67,Wheat,1.02,Mustard
78.18,41.19,26.21,10.12,66.52,6.64,28.69,Rice,0.76,Wheat
37.03,71.36,22.67,26.68,66.56,6.28,90.26,Rice,8.22,MungBean
91.97,52.66,36.68,18.25,70.8,7.09,42.63,Rice,0.31,Wheat
23.22,35.21,72.02,17.69,41.91,7.66,29.47,Millet,0.64,Chickpea
28.64,71.06,18.26,27.2,58.04,6.15,69.62,Wheat,14.08,MungBean
83.72,51.3,27.16,30.92,66.56,7.19,259.67,Rice,0.8,Maize
89.1,48.36,54.92,34.32,81.78,6.48,280.78,Wheat,0.43,Rice
68.65,53.57,41.15,34.97,89.74,5.93,202.08,Fallow,6.84,Rice
21.59,77.52,18.96,25.77,52.54,5.69,84.75,Wheat,0.62,MungBean
85.01,48.49,43.0,31.28,81.38,6.98,225.1,Wheat,0.45,Rice
33.42,79.11,18.93,29.71,67.64,6.23,95.58,Wheat,0.34,MungBean
77.52,55.68,54.71,29.8,84.53,6.43,227.9,Wheat,1.94,Sugarcane
16.61,30.65,88.46,10.13,59.73,7.34,32.07,Maize,0.6,Chickpea
29.26,70.31,17.32,25.54,55.36,5.64,58.15,Wheat,0.73,MungBean
90.32,56.45,20.99,19.44,66.14,6.37,16.91,Maize,0.5,Wheat
23.72,35.82,29.61,10.38,51.3,6.53,24.82,Maize,0.76,Mustard
30.16,28.71,20.68,17.64,68.48,6.28,42.42,Wheat,0.68,Mustard
86.87,56.98,51.07,29.26,88.64,5.93,288.69,Maize,0.61,Rice
91.35,51.71,27.24,14.02,68.0,7.43,39.2,Rice,0.18,Wheat
32.04,61.95,23.44,28.4,57.27,5.74,87.18,Rice,0.68,MungBean
94.84,54.0,28.59,34.61,66.53,7.47,229.12,Wheat,0.11,Maize
20.93,77.97,23.35,25.8,67.98,5.75,94.14,Rice,0.77,PigeonPeas
28.06,29.84,21.04,18.01,52.45,6.02,38.21,Maize,1.51,Mustard
23.08,44.37,72.35,12.94,58.28,7.68,10.27,Maize,0.84,Chickpea
86.2,40.41,48.54,31.0,71.31,5.75,246.71,Maize,1.44,Rice
28.41,71.03,18.29,26.51,61.23,5.99,65.22,Wheat,0.79,MungBean
88.65,45.16,42.78,32.72,83.88,6.87,259.77,Wheat,0.19,Rice
77.81,47.85,32.61,32.48,64.25,6.11,243.92,Wheat,0.11,Maize
29.47,34.22,84.86,16.5,52.04,7.38,12.58,Maize,0.89,Chickpea
36.78,63.7,23.06,27.15,64.69,6.34,90.28,Wheat,0.74,MungBean
77.51,43.61,52.15,29.41,87.4,6.28,278.76,Wheat,0.73,Sugarcane
31.61,70.87,16.31,29.99,62.95,5.65,51.38,Rice,0.31,PigeonPeas
73.22,52.6,42.96,33.87,78.52,6.29,220.47,Fallow,0.7,Rice
85.93,58.61,28.67,30.4,67.86,6.49,292.93,Wheat,0.17,Maize
79.14,52.64,59.19,28.29,79.03,6.79,230.75,Wheat,0.76,Sugarcane
82.79,55.09,37.23,31.73,79.4,6.29,232.63,Wheat,0.35,Maize
86.93,49.37,58.31,31.35,80.42,6.52,296.63,Maize,0.69,Rice
79.6,55.33,58.56,31.88,71.16,6.67,259.62,Maize,1.68,Rice
83.75,42.85,58.17,30.23,74.93,6.22,263.07,Wheat,0.91,Rice
32.71,20.89,30.82,18.18,64.33,6.44,21.01,Wheat,0.12,Mustard
16.72,44.22,85.75,19.24,43.55,7.07,25.84,Maize,0.54,Chickpea
77.86,44.17,21.13,35.0,75.88,6.98,203.21,Wheat,0.53,Maize
23.11,61.88,17.99,28.76,52.64,6.49,56.17,Rice,0.99,MungBean
32.75,20.98,21.22,14.79,62.66,6.23,42.43,Wheat,0.38,Mustard
87.2,43.87,36.37,30.64,69.45,6.38,269.45,Rice,0.52,Maize
32.62,29.48,34.23,16.68,69.75,6.73,41.95,Maize,0.47,Mustard
15.04,47.9,79.86,13.99,44.55,7.95,13.2,Maize,0.63,Chickpea
72.18,38.17,52.55,34.72,86.7,5.94,260.84,Fallow,0.41,Rice
35.21,79.89,24.91,29.55,57.58,5.95,55.75,Wheat,0.95,MungBean
91.97,50.98,38.99,33.62,60.95,6.87,299.05,Wheat,0.74,Maize
28.55,49.26,70.62,17.67,56.26,7.22,29.34,Millet,0.38,Chickpea
34.08,35.44,28.83,18.81,59.3,6.35,48.96,Wheat,0.47,Mustard
73.74,47.85,44.54,32.85,72.1,6.6,204.2,Maize,0.9,Rice
28.02,49.32,77.84,18.24,42.76,7.29,15.73,Maize,0.39,Chickpea
20.4,70.9,21.3,28.8,66.05,5.52,52.61,Wheat,0.8,MungBean
60.87,52.81,56.45,32.29,85.08,6.47,275.55,Fallow,0.6,Rice
82.89,53.79,42.41,28.5,82.63,7.88,267.96,Rice,0.27,Sugarcane
21.58,25.99,31.8,13.88,62.65,6.65,45.97,Wheat,0.97,Mustard
19.4,39.25,80.06,11.05,56.71,7.4,27.1,Maize,1.24,Chickpea
86.36,51.83,28.32,32.47,62.98,7.04,209.57,Wheat,0.73,Maize
91.79,45.37,23.6,18.48,66.53,6.79,23.88,Rice,0.59,Wheat
38.28,38.2,30.93,12.43,67.33,6.93,15.79,Wheat,0.9,Mustard
94.78,56.9,30.83,17.63,61.08,6.97,33.13,Rice,0.84,Wheat
19.05,34.83,82.45,17.76,44.36,7.87,20.62,Maize,0.86,Chickpea
85.49,49.76,57.81,28.33,86.69,7.15,235.18,Rice,0.82,Sugarcane
81.63,43.84,57.71,33.62,74.31,6.61,214.42,Rice,0.75,Sugarcane
84.93,43.44,53.64,34.85,82.0,6.32,231.43,Wheat,0.31,Sugarcane
85.7,54.8,29.82,19.29,61.56,6.11,11.89,Rice,0.79,Wheat
84.99,40.26,31.59,28.21,60.04,6.63,205.83,Wheat,0.25,Maize
90.58,45.7,30.82,12.64,76.99,7.45,24.32,MungBean,8.68,Wheat
34.74,75.73,19.71,26.14,61.49,6.2,87.71,Wheat,0.95,PigeonPeas
87.29,53.47,22.88,16.06,76.57,6.56,15.37,Rice,0.53,Wheat
39.39,69.43,19.37,28.05,57.05,5.73,72.08,Wheat,0.65,PigeonPeas
22.16,70.5,24.34,27.74,50.87,6.18,89.86,Rice,0.55,MungBean
24.28,32.94,71.72,19.77,47.82,7.15,43.87,Maize,0.78,Chickpea
89.75,54.38,20.53,30.33,79.09,6.66,297.57,Wheat,0.77,Maize
39.94,74.23,21.83,28.92,58.22,5.6,97.94,Rice,0.83,MungBean
81.57,51.52,59.19,28.13,78.36,6.1,207.83,Maize,7.1,Rice
25.65,79.1,24.41,28.3,63.36,6.0,92.84,Rice,0.22,PigeonPeas
87.73,59.28,37.33,31.22,65.53,6.13,215.52,Wheat,0.74,Maize
36.55,75.76,21.76,25.32,55.41,6.31,57.97,Wheat,0.33,MungBean
39.41,70.56,22.92,25.24,56.27,6.42,65.78,Rice,1.19,MungBean
94.5,52.8,33.99,17.11,64.09,6.83,32.23,Maize,0.14,Wheat
74.58,58.31,59.22,33.14,89.67,5.81,265.57,Wheat,0.15,Rice
79.88,43.44,26.86,29.54,78.84,7.09,274.61,Rice,5.54,Maize
37.74,35.44,22.11,18.5,51.59,6.94,23.05,Maize,0.55,Mustard
36.44,67.23,18.43,25.25,58.64,6.02,75.02,Wheat,0.3,PigeonPeas
78.94,56.42,27.57,11.19,61.05,6.89,13.37,Maize,4.06,Wheat
23.55,72.53,15.7,29.33,66.55,6.36,71.7,Wheat,0.16,PigeonPeas
37.16,67.45,15.84,27.26,69.23,6.47,69.68,Rice,0.44,MungBean
75.72,53.32,54.65,31.57,89.51,7.01,221.98,Rice,0.18,Sugarcane
25.45,71.97,21.88,25.83,52.29,6.2,97.37,Wheat,0.9,PigeonPeas
73.21,40.32,52.08,29.52,85.08,6.82,238.9,Fallow,8.64,Rice
29.43,63.76,21.12,27.23,61.25,5.63,69.66,Rice,0.76,MungBean
86.56,42.69,20.65,15.16,62.49,6.13,42.37,Maize,6.86,Wheat
84.94,48.22,46.07,32.6,83.65,7.0,262.86,Wheat,0.5,Rice
93.52,59.51,36.8,19.89,65.63,7.23,28.32,Rice,0.3,Wheat
23.38,28.2,33.37,10.72,62.35,6.77,21.49,Maize,0.66,Mustard
21.3,27.46,20.83,12.61,51.16,6.21,22.01,Maize,0.27,Mustard
85.61,47.52,51.51,32.18,75.74,6.06,227.75,Rice,0.66,Sugarcane
38.76,69.64,18.25,25.91,61.91,5.89,64.01,Wheat,0.61,PigeonPeas
33.98,78.57,16.12,26.23,63.93,6.48,84.6,Wheat,0.49,MungBean
34.97,63.01,18.92,26.0,65.08,5.99,67.03,Wheat,0.2,PigeonPeas
87.11,49.08,33.74,33.57,76.75,6.48,215.1,Rice,0.53,Maize
21.92,42.94,82.61,13.09,44.58,7.48,26.29,Maize,0.64,Chickpea
33.75,65.12,15.82,26.95,56.4,6.47,90.95,Wheat,0.22,PigeonPeas
83.33,59.11,33.32,32.59,60.75,6.26,290.91,Rice,0.97,Maize
83.9,47.38,49.31,32.62,89.93,5.71,264.86,Maize,0.27,Rice
91.66,51.54,27.75,29.99,73.68,6.38,240.28,Wheat,0.82,Maize
73.89,56.87,54.53,31.31,87.53,6.61,209.66,Rice,0.89,Sugarcane
83.07,40.33,23.74,13.39,62.65,7.17,36.36,Rice,0.21,Wheat
82.76,54.79,58.41,32.28,74.34,6.95,200.78,Rice,0.9,Sugarcane
25.22,77.81,21.67,29.02,60.49,6.0,58.79,Wheat,0.16,PigeonPeas
88.21,57.75,53.19,32.95,80.02,5.73,235.01,Maize,0.49,Rice
79.22,42.32,54.86,31.33,78.21,6.17,242.52,Fallow,8.98,Rice
30.94,38.84,30.35,14.77,55.61,6.43,26.69,Maize,0.79,Mustard
78.38,46.74,49.39,30.6,80.92,6.77,239.49,Fallow,0.99,Rice
82.52,42.15,40.88,32.78,70.39,6.65,217.24,Wheat,0.95,Rice
30.94,66.96,24.07,28.18,67.08,5.59,83.75,Wheat,0.25,MungBean
77.58,48.05,31.69,29.01,73.1,6.46,216.45,Rice,0.35,Maize
75.49,44.57,23.54,15.18,64.19,6.65,48.87,Rice,0.31,Wheat
70.47,56.12,50.92,32.98,78.66,6.91,227.69,Maize,0.61,Rice
19.64,31.04,88.79,14.7,47.8,7.16,23.85,Maize,0.39,Chickpea
93.52,50.44,31.4,17.52,79.38,7.0,13.26,Maize,8.5,Wheat
86.98,53.93,59.43,31.19,71.86,6.33,253.34,Wheat,0.47,Sugarcane
20.27,20.06,21.69,14.72,55.0,6.35,28.45,Maize,0.25,Mustard
29.22,40.07,83.51,17.29,46.77,7.87,13.02,Millet,0.2,Chickpea
23.01,75.64,16.5,26.52,50.72,5.88,60.78,Rice,8.39,PigeonPeas
35.99,74.06,19.46,29.25,62.29,6.31,68.26,Rice,0.47,PigeonPeas
36.43,65.16,18.05,28.36,68.78,6.06,77.2,Wheat,0.85,PigeonPeas
93.04,43.03,39.4,30.94,78.16,6.59,262.25,Wheat,0.62,Maize
66.09,37.01,43.51,30.04,82.44,6.3,238.52,Fallow,0.98,Rice
77.43,58.93,57.66,29.14,87.06,7.32,220.53,Wheat,1.92,Sugarcane
22.11,34.43,29.31,18.09,61.93,6.18,26.67,Wheat,0.71,Mustard
82.26,43.55,23.4,11.79,79.03,6.85,36.08,Rice,0.81,Wheat
76.05,52.82,42.85,32.68,86.47,7.51,200.8,Rice,0.38,Sugarcane
30.94,76.14,21.05,25.15,66.07,6.17,78.27,Wheat,0.16,PigeonPeas
93.02,58.06,37.33,12.8,77.69,6.25,40.33,Rice,10.88,Wheat
24.05,66.97,19.74,27.54,59.79,6.0,51.92,Wheat,0.31,MungBean
39.8,68.53,17.41,28.74,69.1,6.3,80.53,Wheat,0.4,MungBean
77.59,54.06,31.6,15.46,60.59,6.24,44.41,Maize,0.95,Wheat
23.17,35.4,77.13,16.87,40.55,7.46,37.1,Maize,0.25,Chickpea
20.83,37.42,79.65,13.58,52.86,7.83,38.87,Maize,0.36,Chickpea
26.49,36.94,82.73,17.86,42.05,7.4,23.1,Millet,0.45,Chickpea
22.95,35.96,29.9,12.07,51.09,6.63,11.51,Wheat,0.98,Mustard
31.95,60.84,18.55,28.45,66.66,6.34,67.69,Wheat,0.5,MungBean
29.58,36.96,21.44,13.0,60.19,6.23,40.48,Wheat,0.89,Mustard
37.51,26.12,26.83,12.57,57.2,6.65,32.64,Maize,1.35,Mustard
16.28,39.65,78.99,16.59,48.64,7.27,29.36,Millet,1.0,Chickpea
30.99,72.82,19.47,26.97,69.71,5.84,50.93,Rice,0.14,PigeonPeas
88.86,43.64,58.83,34.97,85.61,6.22,204.56,Wheat,0.84,Rice
78.11,45.28,25.84,30.88,60.42,7.47,247.31,Rice,0.17,Maize
100.95,53.83,33.68,14.8,72.99,7.44,12.24,PigeonPeas,0.85,Wheat
33.41,60.47,16.12,29.81,69.39,6.26,99.24,Wheat,0.65,MungBean
87.57,41.11,58.68,30.72,81.44,7.63,290.6,Wheat,0.93,Sugarcane
26.06,65.5,17.08,28.84,57.64,6.15,75.17,Rice,0.93,MungBean
27.11,35.83,20.19,12.38,66.1,6.09,15.78,Maize,1.97,Mustard
83.65,59.18,55.82,34.42,78.85,5.56,210.95,Wheat,0.93,Rice
21.87,75.01,19.36,27.08,68.29,6.07,84.22,Rice,0.41,PigeonPeas
39.31,62.73,17.51,25.47,61.04,5.61,76.48,Wheat,0.65,MungBean
27.29,79.63,24.17,28.54,60.41,6.28,84.77,Wheat,0.8,PigeonPeas
26.05,38.62,88.42,12.92,40.9,7.2,49.79,Millet,0.71,Chickpea
24.98,31.92,84.26,19.24,43.66,7.68,29.23,Maize,0.51,Chickpea
30.15,33.27,37.79,15.96,61.61,6.36,10.17,Maize,0.19,Mustard
74.47,56.5,47.46,34.81,74.48,6.17,231.43,Wheat,0.62,Sugarcane
85.99,40.64,59.88,28.5,80.91,5.78,278.21,Wheat,0.26,Rice
85.8,56.86,52.12,30.67,81.34,6.38,258.88,Maize,7.9,Rice
86.22,43.44,34.91,31.25,76.84,6.02,277.6,Wheat,1.88,Maize
17.75,44.45,78.47,15.18,52.43,7.41,19.84,Millet,0.57,Chickpea
33.77,73.54,17.24,25.41,55.44,6.09,91.39,Rice,19.99,PigeonPeas
82.27,52.21,51.77,31.89,89.87,6.24,210.72,Wheat,0.24,Sugarcane
85.14,47.08,39.54,16.48,67.83,6.48,25.91,Rice,0.98,Wheat
87.35,48.49,24.27,19.93,60.2,6.79,43.58,Rice,1.82,Wheat
38.24,78.4,20.06,27.16,50.77,5.65,73.74,Rice,0.4,PigeonPeas
35.27,71.45,16.87,28.91,59.67,5.52,61.09,Rice,0.7,MungBean
29.82,78.79,20.81,29.85,69.95,5.75,55.51,Wheat,0.81,MungBean
80.61,50.96,39.11,32.67,62.44,6.73,258.46,Wheat,0.25,Maize
82.53,57.4,59.33,34.03,78.25,5.55,246.88,Wheat,0.51,Rice
26.78,68.74,17.39,27.58,50.85,6.35,51.69,Wheat,0.93,PigeonPeas
20.75,78.74,15.95,29.65,56.6,5.52,93.66,Rice,0.78,MungBean
35.76,71.78,15.92,25.46,62.12,6.18,67.32,Rice,0.78,PigeonPeas
92.17,58.84,30.26,30.17,66.07,6.33,206.79,Rice,0.46,Maize
83.85,52.43,22.87,34.35,74.05,7.09,231.39,Rice,0.22,Maize
77.9,45.78,38.57,18.77,61.9,6.07,38.69,Rice,0.69,Wheat
24.58,63.3,20.01,29.68,68.92,6.2,69.63,Wheat,0.66,PigeonPeas
32.01,61.15,18.12,29.0,63.34,6.45,53.4,Rice,0.53,MungBean
20.1,64.71,16.99,26.09,57.15,6.23,91.01,Rice,0.79,PigeonPeas
82.62,57.15,28.56,18.97,60.68,6.63,37.4,Rice,0.19,Wheat
87.5,54.89,45.73,29.27,77.76,5.62,214.74,Wheat,0.36,Rice
18.01,39.65,79.35,12.91,45.07,7.5,45.14,Millet,0.54,Chickpea
